Fecha,Competicion,Local,Visitante,Mercado,Pronostico,Real,ProbabilidadPronostico,Correcto,CorteEntrenamiento,Semilla
2026-05-11,ENG,Tottenham,Leeds,Resultado 1X2,VISITANTE,EMPATE,0.456653768899065,False,2026-05-03,20260916
2026-05-11,POR,Rio Ave,Sp Lisbon,Resultado 1X2,VISITANTE,VISITANTE,0.7153914696929001,True,2026-05-03,20260916
2026-05-12,ESP,Osasuna,Ath Madrid,Resultado 1X2,VISITANTE,VISITANTE,0.38232461981815974,True,2026-05-03,20260916
2026-05-13,ENG,Man City,Crystal Palace,Resultado 1X2,LOCAL,LOCAL,0.7038943194630586,True,2026-05-03,20260916
2026-05-13,ESP,Getafe,Mallorca,Resultado 1X2,LOCAL,LOCAL,0.3742875056162676,True,2026-05-03,20260916
2026-05-13,ESP,Espanol,Ath Bilbao,Resultado 1X2,LOCAL,LOCAL,0.3604534991343672,True,2026-05-03,20260916
2026-05-13,ESP,Alaves,Barcelona,Resultado 1X2,VISITANTE,LOCAL,0.6011922595942661,False,2026-05-03,20260916
2026-05-14,ESP,Girona,Sociedad,Resultado 1X2,LOCAL,EMPATE,0.493585881866464,False,2026-05-03,20260916
2026-05-14,ESP,Valencia,Vallecano,Resultado 1X2,LOCAL,EMPATE,0.46536994899016554,False,2026-05-03,20260916
2026-05-16,TUR,Karagumruk,Alanyaspor,Resultado 1X2,LOCAL,LOCAL,0.43894373688014715,True,2026-05-03,20260916
2026-05-16,POR,Sp Braga,Estrela,Resultado 1X2,LOCAL,EMPATE,0.6389545314233244,False,2026-05-03,20260916
2026-05-16,POR,Arouca,Tondela,Resultado 1X2,LOCAL,LOCAL,0.40633527159456784,True,2026-05-03,20260916
2026-05-16,POR,Estoril,Benfica,Resultado 1X2,VISITANTE,VISITANTE,0.6512300999836147,True,2026-05-03,20260916
2026-05-16,POR,Moreirense,AVS,Resultado 1X2,LOCAL,EMPATE,0.4145710010852004,False,2026-05-03,20260916
2026-05-16,TUR,Gaziantep,Buyuksehyr,Resultado 1X2,VISITANTE,VISITANTE,0.43285636728189353,True,2026-05-03,20260916
2026-05-17,ENG,Brentford,Crystal Palace,Resultado 1X2,LOCAL,EMPATE,0.4383507292661182,False,2026-05-03,20260916
2026-05-17,ESP,Osasuna,Espanol,Resultado 1X2,LOCAL,VISITANTE,0.4576232204356328,False,2026-05-03,20260916
2026-05-17,ESP,Elche,Getafe,Resultado 1X2,LOCAL,LOCAL,0.5073417576961788,True,2026-05-03,20260916
2026-05-17,TUR,Kasimpasa,Galatasaray,Resultado 1X2,VISITANTE,LOCAL,0.5711065060767746,False,2026-05-03,20260916
2026-05-17,TUR,Trabzonspor,Genclerbirligi,Resultado 1X2,LOCAL,VISITANTE,0.6320274682267492,False,2026-05-03,20260916
2026-05-17,ESP,Vallecano,Villarreal,Resultado 1X2,LOCAL,LOCAL,0.40309570390989485,True,2026-05-03,20260916
2026-05-19,ENG,Bournemouth,Man City,Resultado 1X2,VISITANTE,EMPATE,0.5662697398375732,False,2026-05-03,20260916
2026-05-19,ENG,Chelsea,Tottenham,Resultado 1X2,LOCAL,LOCAL,0.4361485071734547,True,2026-05-03,20260916
2026-05-23,ESP,Mallorca,Oviedo,Resultado 1X2,LOCAL,LOCAL,0.4569268593422361,True,2026-05-03,20260916
2026-05-23,ESP,Espanol,Sociedad,Resultado 1X2,LOCAL,EMPATE,0.41734336759955976,False,2026-05-03,20260916
2026-05-23,ESP,Girona,Elche,Resultado 1X2,LOCAL,EMPATE,0.47646617052591006,False,2026-05-03,20260916
2026-05-24,ENG,West Ham,Leeds,Resultado 1X2,VISITANTE,LOCAL,0.41163064611808825,False,2026-05-03,20260916
2026-08-08,POR,Estrela,Sp Lisbon,Resultado 1X2,VISITANTE,EMPATE,0.782237014233413,False,2026-05-03,20260916
2026-08-08,POR,Guimaraes,Arouca,Resultado 1X2,LOCAL,VISITANTE,0.39038525419458936,False,2026-05-03,20260916
2026-08-09,POR,Porto,Alverca,Resultado 1X2,LOCAL,LOCAL,0.6610586918962337,True,2026-05-03,20260916
2026-08-15,TUR,Kasimpasa,Trabzonspor,Resultado 1X2,VISITANTE,EMPATE,0.48176000959711224,False,2026-05-03,20260916
2026-08-15,TUR,Konyaspor,Rizespor,Resultado 1X2,VISITANTE,VISITANTE,0.3861968333998361,True,2026-05-03,20260916
2026-08-16,ESP,Espanol,Levante,Resultado 1X2,VISITANTE,LOCAL,0.39133203920161663,False,2026-05-03,20260916
2026-08-16,TUR,Besiktas,Eyupspor,Resultado 1X2,LOCAL,LOCAL,0.55267298113495,True,2026-05-03,20260916
2026-08-16,POR,Nacional,Estoril,Resultado 1X2,VISITANTE,LOCAL,0.4496465650816842,False,2026-05-03,20260916
2026-08-17,POR,Casa Pia,Benfica,Resultado 1X2,VISITANTE,VISITANTE,0.6592567020753807,True,2026-05-03,20260916
2026-08-21,ESP,Betis,Sociedad,Resultado 1X2,LOCAL,LOCAL,0.5164676950101318,True,2026-05-03,20260916
2026-08-22,TUR,Rizespor,Samsunspor,Resultado 1X2,LOCAL,VISITANTE,0.395584003213674,False,2026-05-03,20260916
2026-08-22,POR,Sp Lisbon,Alverca,Resultado 1X2,LOCAL,LOCAL,0.753596074017815,True,2026-05-03,20260916
2026-08-22,ESP,Espanol,Real Madrid,Resultado 1X2,VISITANTE,VISITANTE,0.4505915638916294,True,2026-05-03,20260916
2026-08-23,ENG,Man City,Bournemouth,Resultado 1X2,LOCAL,LOCAL,0.649327689684818,True,2026-05-03,20260916
2026-08-23,POR,Guimaraes,Nacional,Resultado 1X2,VISITANTE,LOCAL,0.3934216833721771,False,2026-05-03,20260916
2026-08-23,TUR,Trabzonspor,Buyuksehyr,Resultado 1X2,EMPATE,LOCAL,0.34543701265976257,False,2026-05-03,20260916
2026-08-23,TUR,Alanyaspor,Besiktas,Resultado 1X2,VISITANTE,LOCAL,0.529524041051046,False,2026-05-03,20260916
2026-08-23,TUR,Eyupspor,Gaziantep,Resultado 1X2,VISITANTE,VISITANTE,0.38042776647990106,True,2026-05-03,20260916
2026-08-23,ESP,Elche,Barcelona,Resultado 1X2,VISITANTE,VISITANTE,0.4949171946825195,True,2026-05-03,20260916
2026-08-24,ESP,Osasuna,Levante,Resultado 1X2,EMPATE,EMPATE,0.6082784599065878,True,2026-05-03,20260916
2026-08-24,ENG,Fulham,Chelsea,Resultado 1X2,VISITANTE,VISITANTE,0.3860934012425372,True,2026-05-03,20260916
2026-08-25,ESP,Valencia,Betis,Resultado 1X2,VISITANTE,VISITANTE,0.4849783083051252,True,2026-05-03,20260916
2026-08-26,ESP,Real Madrid,Sociedad,Resultado 1X2,LOCAL,LOCAL,0.7209577660742869,True,2026-05-03,20260916
2026-08-27,ESP,Celta,Osasuna,Resultado 1X2,LOCAL,VISITANTE,0.4534261718633806,False,2026-05-03,20260916
2026-08-29,ESP,Levante,Betis,Resultado 1X2,VISITANTE,LOCAL,0.45519941483974435,False,2026-05-03,20260916
2026-08-29,POR,Alverca,Santa Clara,Resultado 1X2,VISITANTE,EMPATE,0.4204172781049586,False,2026-05-03,20260916
2026-08-29,ESP,Sociedad,Espanol,Resultado 1X2,LOCAL,LOCAL,0.5021210143983094,True,2026-05-03,20260916
2026-08-29,TUR,Gaziantep,Rizespor,Resultado 1X2,EMPATE,VISITANTE,0.41836677389152976,False,2026-05-03,20260916
2026-08-30,TUR,Buyuksehyr,Kasimpasa,Resultado 1X2,LOCAL,EMPATE,0.5550971884978094,False,2026-05-03,20260916
2026-08-31,ESP,Osasuna,Getafe,Resultado 1X2,LOCAL,LOCAL,0.4043356007439943,True,2026-05-03,20260916
2026-08-31,ESP,Barcelona,Vallecano,Resultado 1X2,LOCAL,LOCAL,0.7764078815180536,True,2026-05-03,20260916
2026-09-03,ESP,Sociedad,Celta,Resultado 1X2,LOCAL,EMPATE,0.5312055788323562,False,2026-05-03,20260916
2026-09-04,ESP,Betis,Real Madrid,Resultado 1X2,VISITANTE,LOCAL,0.4239227091569563,False,2026-05-03,20260916
2026-09-04,TUR,Buyuksehyr,Galatasaray,Resultado 1X2,EMPATE,VISITANTE,0.3348398759618126,False,2026-05-03,20260916
2026-09-05,ENG,Fulham,Crystal Palace,Resultado 1X2,LOCAL,VISITANTE,0.5317510029393265,False,2026-05-03,20260916
2026-09-05,ENG,Brighton,Leeds,Resultado 1X2,LOCAL,EMPATE,0.4256852360033088,False,2026-05-03,20260916
2026-09-05,ENG,Nott'm Forest,Tottenham,Resultado 1X2,LOCAL,EMPATE,0.5798462678149274,False,2026-05-03,20260916
2026-09-05,POR,Sp Lisbon,Nacional,Resultado 1X2,LOCAL,LOCAL,0.7425311570051629,True,2026-05-03,20260916
2026-09-05,TUR,Fenerbahce,Besiktas,Resultado 1X2,LOCAL,VISITANTE,0.5806740951748893,False,2026-05-03,20260916
2026-09-06,TUR,Trabzonspor,Genclerbirligi,Resultado 1X2,LOCAL,LOCAL,0.6218515558678902,True,2026-05-03,20260916
2026-09-06,ESP,Espanol,Sevilla,Resultado 1X2,LOCAL,EMPATE,0.39393712647679063,False,2026-05-03,20260916
2026-09-07,POR,Estoril,Arouca,Resultado 1X2,VISITANTE,EMPATE,0.4391740108509201,False,2026-05-03,20260916
2026-09-07,TUR,Rizespor,Alanyaspor,Resultado 1X2,EMPATE,VISITANTE,0.41095057310524813,False,2026-05-03,20260916
2026-09-07,ESP,Elche,Sociedad,Resultado 1X2,LOCAL,VISITANTE,0.3643019308050133,False,2026-05-03,20260916
2026-09-07,TUR,Goztep,Gaziantep,Resultado 1X2,LOCAL,VISITANTE,0.5150636620058522,False,2026-05-03,20260916
2026-09-11,TUR,Besiktas,Erzurumspor,Resultado 1X2,LOCAL,LOCAL,0.5155200693972825,True,2026-05-03,20260916
2026-09-12,ENG,Aston Villa,Nott'm Forest,Resultado 1X2,LOCAL,VISITANTE,0.36903387212706956,False,2026-05-03,20260916
2026-09-12,TUR,Alanyaspor,Goztep,Resultado 1X2,LOCAL,EMPATE,0.540687773812243,False,2026-05-03,20260916
2026-09-12,TUR,Eyupspor,Rizespor,Resultado 1X2,EMPATE,VISITANTE,0.4561593912692729,False,2026-05-03,20260916
2026-09-12,POR,Casa Pia,Porto,Resultado 1X2,VISITANTE,VISITANTE,0.7046667962335348,True,2026-05-03,20260916
2026-09-12,ESP,Real Madrid,Vallecano,Resultado 1X2,LOCAL,LOCAL,0.6902145190894042,True,2026-05-03,20260916
2026-09-12,ENG,Bournemouth,Brentford,Resultado 1X2,LOCAL,EMPATE,0.4346436692432176,False,2026-05-03,20260916
2026-09-12,ENG,Sunderland,Arsenal,Resultado 1X2,VISITANTE,VISITANTE,0.5671117447234428,True,2026-05-03,20260916
2026-09-13,ESP,Levante,Barcelona,Resultado 1X2,VISITANTE,VISITANTE,0.6547037769473233,True,2026-05-03,20260916
2026-09-13,POR,Famalicao,Sp Lisbon,Resultado 1X2,VISITANTE,EMPATE,0.5604837389137272,False,2026-05-03,20260916
2026-09-13,ESP,Getafe,La Coruna,Resultado 1X2,LOCAL,EMPATE,0.4180971492732169,False,2026-05-03,20260916
2026-09-14,ESP,Villarreal,Betis,Resultado 1X2,LOCAL,VISITANTE,0.4873498183849488,False,2026-05-03,20260916
2026-05-03,POR,Sp Braga,Estoril,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.6315037917048503,True,2026-05-03,20260916
2026-05-03,ENG,Aston Villa,Tottenham,Goles 1T U/O 1.5,MENOS DE 1.5,MAS DE 1.5,0.6299152057781132,False,2026-05-03,20260916
2026-05-03,ESP,Getafe,Vallecano,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.6742439060338812,True,2026-05-03,20260916
2026-05-03,ENG,Man United,Liverpool,Goles 1T U/O 1.5,MENOS DE 1.5,MAS DE 1.5,0.6445497341758785,False,2026-05-03,20260916
2026-05-03,TUR,Karagumruk,Genclerbirligi,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.6874905426220633,True,2026-05-03,20260916
2026-05-03,TUR,Antalyaspor,Alanyaspor,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.6711981341271309,True,2026-05-03,20260916
2026-05-03,POR,Casa Pia,Tondela,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.6506923756097863,True,2026-05-03,20260916
2026-05-04,ESP,Sevilla,Sociedad,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.6766812923750177,True,2026-05-03,20260916
2026-05-04,ENG,Everton,Man City,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.6891949207234457,True,2026-05-03,20260916
2026-05-04,ENG,Chelsea,Nott'm Forest,Goles 1T U/O 1.5,MENOS DE 1.5,MAS DE 1.5,0.6328468595072693,False,2026-05-03,20260916
2026-05-09,ENG,Liverpool,Chelsea,Goles 1T U/O 1.5,MENOS DE 1.5,MAS DE 1.5,0.5566811184161489,False,2026-05-03,20260916
2026-05-09,ENG,Fulham,Bournemouth,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.6671607996528418,True,2026-05-03,20260916
2026-05-10,ENG,West Ham,Arsenal,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.6521690766293275,True,2026-05-03,20260916
2026-05-10,ENG,Crystal Palace,Everton,Goles 1T U/O 1.5,MENOS DE 1.5,MAS DE 1.5,0.6489418240996202,False,2026-05-03,20260916
2026-05-10,POR,Alverca,Estoril,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.6321159657246576,True,2026-05-03,20260916
2026-05-10,ESP,Mallorca,Villarreal,Goles 1T U/O 1.5,MENOS DE 1.5,MAS DE 1.5,0.6727518555261417,False,2026-05-03,20260916
2026-05-11,ENG,Tottenham,Leeds,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.669563534310426,True,2026-05-03,20260916
2026-05-11,POR,Rio Ave,Sp Lisbon,Goles 1T U/O 1.5,MENOS DE 1.5,MAS DE 1.5,0.6353890643543976,False,2026-05-03,20260916
2026-05-12,ESP,Osasuna,Ath Madrid,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.641778855907373,True,2026-05-03,20260916
2026-05-13,ENG,Man City,Crystal Palace,Goles 1T U/O 1.5,MENOS DE 1.5,MAS DE 1.5,0.5858277254460268,False,2026-05-03,20260916
2026-05-13,ESP,Getafe,Mallorca,Goles 1T U/O 1.5,MENOS DE 1.5,MAS DE 1.5,0.6829839447082612,False,2026-05-03,20260916
2026-05-13,ESP,Espanol,Ath Bilbao,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.6481902698614864,True,2026-05-03,20260916
2026-05-13,ESP,Alaves,Barcelona,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.6647796698142239,True,2026-05-03,20260916
2026-05-14,ESP,Girona,Sociedad,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.6711974824831435,True,2026-05-03,20260916
2026-05-14,ESP,Valencia,Vallecano,Goles 1T U/O 1.5,MENOS DE 1.5,MAS DE 1.5,0.6707158594225815,False,2026-05-03,20260916
2026-05-16,TUR,Karagumruk,Alanyaspor,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.7031903568829719,True,2026-05-03,20260916
2026-05-16,POR,Sp Braga,Estrela,Goles 1T U/O 1.5,MENOS DE 1.5,MAS DE 1.5,0.5955222922640409,False,2026-05-03,20260916
2026-05-16,POR,Arouca,Tondela,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.6484091339423474,True,2026-05-03,20260916
2026-05-16,POR,Estoril,Benfica,Goles 1T U/O 1.5,MENOS DE 1.5,MAS DE 1.5,0.6362363417372041,False,2026-05-03,20260916
2026-05-16,POR,Moreirense,AVS,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.6743499730129747,True,2026-05-03,20260916
2026-05-16,TUR,Gaziantep,Buyuksehyr,Goles 1T U/O 1.5,MENOS DE 1.5,MAS DE 1.5,0.673537577068664,False,2026-05-03,20260916
2026-05-17,ENG,Brentford,Crystal Palace,Goles 1T U/O 1.5,MENOS DE 1.5,MAS DE 1.5,0.6379280032270732,False,2026-05-03,20260916
2026-05-17,ESP,Osasuna,Espanol,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.6396573685733006,True,2026-05-03,20260916
2026-05-17,ESP,Elche,Getafe,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.6797475205688707,True,2026-05-03,20260916
2026-05-17,TUR,Kasimpasa,Galatasaray,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.6788472245371032,True,2026-05-03,20260916
2026-05-17,TUR,Trabzonspor,Genclerbirligi,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.6881688876316273,True,2026-05-03,20260916
2026-05-17,ESP,Vallecano,Villarreal,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.6686464341540038,True,2026-05-03,20260916
2026-05-19,ENG,Bournemouth,Man City,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.6295174628371161,True,2026-05-03,20260916
2026-05-19,ENG,Chelsea,Tottenham,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.6238559983419077,True,2026-05-03,20260916
2026-05-23,ESP,Mallorca,Oviedo,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.7227033158772294,True,2026-05-03,20260916
2026-05-23,ESP,Espanol,Sociedad,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.6666925539858585,True,2026-05-03,20260916
2026-05-23,ESP,Girona,Elche,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.7261888722376599,True,2026-05-03,20260916
2026-05-24,ENG,West Ham,Leeds,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.6606211944157687,True,2026-05-03,20260916
2026-08-08,POR,Estrela,Sp Lisbon,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.6216552691107645,True,2026-05-03,20260916
2026-08-08,POR,Guimaraes,Arouca,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.6185197027163535,True,2026-05-03,20260916
2026-08-09,POR,Porto,Alverca,Goles 1T U/O 1.5,MENOS DE 1.5,MAS DE 1.5,0.5886193200493939,False,2026-05-03,20260916
2026-08-15,TUR,Kasimpasa,Trabzonspor,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.6462890123113334,True,2026-05-03,20260916
2026-08-15,TUR,Konyaspor,Rizespor,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.6407644282870991,True,2026-05-03,20260916
2026-08-16,ESP,Espanol,Levante,Goles 1T U/O 1.5,MENOS DE 1.5,MAS DE 1.5,0.6401276779407048,False,2026-05-03,20260916
2026-08-16,TUR,Besiktas,Eyupspor,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.6015319537650817,True,2026-05-03,20260916
2026-08-16,POR,Nacional,Estoril,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.6492478318623588,True,2026-05-03,20260916
2026-08-17,POR,Casa Pia,Benfica,Goles 1T U/O 1.5,MENOS DE 1.5,MAS DE 1.5,0.6844575200612718,False,2026-05-03,20260916
2026-08-21,ESP,Betis,Sociedad,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.6255588957475794,True,2026-05-03,20260916
2026-08-22,TUR,Rizespor,Samsunspor,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.716789136702723,True,2026-05-03,20260916
2026-08-22,POR,Sp Lisbon,Alverca,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.6546317929080475,True,2026-05-03,20260916
2026-08-22,ESP,Espanol,Real Madrid,Goles 1T U/O 1.5,MENOS DE 1.5,MAS DE 1.5,0.811781881103523,False,2026-05-03,20260916
2026-08-23,ENG,Man City,Bournemouth,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.6038641073829164,True,2026-05-03,20260916
2026-08-23,POR,Guimaraes,Nacional,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.6696962783478825,True,2026-05-03,20260916
2026-08-23,TUR,Trabzonspor,Buyuksehyr,Goles 1T U/O 1.5,MENOS DE 1.5,MAS DE 1.5,0.6992660144957291,False,2026-05-03,20260916
2026-08-23,TUR,Alanyaspor,Besiktas,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.6729650166910481,True,2026-05-03,20260916
2026-08-23,TUR,Eyupspor,Gaziantep,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.6617258714333368,True,2026-05-03,20260916
2026-08-23,ESP,Elche,Barcelona,Goles 1T U/O 1.5,MENOS DE 1.5,MAS DE 1.5,0.8080325811142888,False,2026-05-03,20260916
2026-08-24,ESP,Osasuna,Levante,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.6604804476178643,True,2026-05-03,20260916
2026-08-24,ENG,Fulham,Chelsea,Goles 1T U/O 1.5,MENOS DE 1.5,MAS DE 1.5,0.6267007660296894,False,2026-05-03,20260916
2026-08-25,ESP,Valencia,Betis,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.6600133641820592,True,2026-05-03,20260916
2026-08-26,ESP,Real Madrid,Sociedad,Goles 1T U/O 1.5,MENOS DE 1.5,MAS DE 1.5,0.7021447074097734,False,2026-05-03,20260916
2026-08-27,ESP,Celta,Osasuna,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.6746860923657019,True,2026-05-03,20260916
2026-08-29,ESP,Levante,Betis,Goles 1T U/O 1.5,MENOS DE 1.5,MAS DE 1.5,0.6794201229424259,False,2026-05-03,20260916
2026-08-29,POR,Alverca,Santa Clara,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.6937433133419889,True,2026-05-03,20260916
2026-08-29,ESP,Sociedad,Espanol,Goles 1T U/O 1.5,MENOS DE 1.5,MAS DE 1.5,0.659505736621102,False,2026-05-03,20260916
2026-08-29,TUR,Gaziantep,Rizespor,Goles 1T U/O 1.5,MENOS DE 1.5,MAS DE 1.5,0.7238543364399127,False,2026-05-03,20260916
2026-08-30,TUR,Buyuksehyr,Kasimpasa,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.6868499851933921,True,2026-05-03,20260916
2026-08-31,ESP,Osasuna,Getafe,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.7204157967363198,True,2026-05-03,20260916
2026-08-31,ESP,Barcelona,Vallecano,Goles 1T U/O 1.5,MENOS DE 1.5,MAS DE 1.5,0.6938261736948075,False,2026-05-03,20260916
2026-09-03,ESP,Sociedad,Celta,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.7277749398721162,True,2026-05-03,20260916
2026-09-04,ESP,Betis,Real Madrid,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.7271102669407175,True,2026-05-03,20260916
2026-09-04,TUR,Buyuksehyr,Galatasaray,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.6775610424348186,True,2026-05-03,20260916
2026-09-05,ENG,Fulham,Crystal Palace,Goles 1T U/O 1.5,MENOS DE 1.5,MAS DE 1.5,0.6888234543927181,False,2026-05-03,20260916
2026-09-05,ENG,Brighton,Leeds,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.6323996534267765,True,2026-05-03,20260916
2026-09-05,ENG,Nott'm Forest,Tottenham,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.6663981927731129,True,2026-05-03,20260916
2026-09-05,POR,Sp Lisbon,Nacional,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.6490294845811113,True,2026-05-03,20260916
2026-09-05,TUR,Fenerbahce,Besiktas,Goles 1T U/O 1.5,MENOS DE 1.5,MAS DE 1.5,0.6270241677716681,False,2026-05-03,20260916
2026-09-06,TUR,Trabzonspor,Genclerbirligi,Goles 1T U/O 1.5,MENOS DE 1.5,MAS DE 1.5,0.7026505888330119,False,2026-05-03,20260916
2026-09-06,ESP,Espanol,Sevilla,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.7015091519772382,True,2026-05-03,20260916
2026-09-07,POR,Estoril,Arouca,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.6975694602197512,True,2026-05-03,20260916
2026-09-07,TUR,Rizespor,Alanyaspor,Goles 1T U/O 1.5,MENOS DE 1.5,MENOS DE 1.5,0.7052961226473783,True,2026-05-03,20260916
2026-09-07,ESP,Elche,Sociedad,Goles 1T U/O 1.5,MENOS DE 1.5,MAS DE 1.5,0.704431525567447,False,2026-05-03,20260916
2026-09-07,TUR,Goztep,Gaziantep,Goles 1T U/O 1.5,MENOS DE 1.5,MAS DE 1.5,0.6693878345677716,False,2026-05-03,20260916
2026-09-11,TUR,Besiktas,Erzurumspor,Goles 1T U/O 1.5,MENOS DE 1.5,MAS DE 1.5,0.6726720931969222,False,2026-05-03,20260916
